timestep	volume	pressure	pair_lj_energy	pressure_xx	pressure_yy	pressure_zz	pressure_xy	pressure_yz	pressure_xz
0	10000	0.1015128377	0	0.09576780759	0.1072590122	0.1015116934	-0.004395676287	-0.001434615498	0.00221563993
100	10376.04175	0.07346590637	1.719048255	0.06668911524	0.07015317184	0.08355543202	0.0002794556798	-0.001501660577	0.0002840614266
200	4394.330648	0.5426620235	126.0493832	0.4841966794	0.5154998935	0.6282894976	0.04895832654	0.02182204767	-0.0358711304
300	3991.892972	0.5875563398	122.7593575	0.6222528949	0.5255024478	0.6149136766	-0.05380664654	-0.01569495625	-0.0175051223
400	3119.224129	0.5250822251	99.01977955	0.4837557582	0.5087054888	0.5827854283	0.02963250566	-0.02527213166	-0.03272378584
500	2667.472925	0.4791629118	66.87057599	0.4491694363	0.4881598665	0.5001594326	-0.03929245044	0.030104703	0.01845519121
600	2485.806903	0.5701995073	78.88094716	0.5626564555	0.5803655772	0.5675764893	0.00673327251	-0.0326232198	0.05524948746
700	2447.943214	0.5467070988	74.83531854	0.538026422	0.5857689952	0.5163258791	0.0289634722	-0.006163960405	0.005582867502
800	2630.365906	0.5158728546	65.23002304	0.5652801863	0.456610005	0.5257283725	-0.0106509352	0.004369112036	-0.03726699191
900	3188.511366	0.4646453348	57.072784	0.4895019322	0.4916539158	0.4127801564	-0.02458751542	-0.05458281338	-0.0009941065172
1000	4253.798547	0.4937005469	76.48572125	0.5447440996	0.4692934834	0.4670640576	0.05516134506	-0.03246389219	-0.0283060564
1100	5427.313065	0.535276876	115.4674625	0.5634350617	0.5408522232	0.5015433432	-0.007937887115	-0.06019567261	0.06097863076
1200	5873.619656	0.4938218708	121.5644225	0.4822901658	0.4305216048	0.5686538418	-0.01178302485	-0.02217274779	-0.02575146775
1300	4862.533804	0.4790839787	111.4022386	0.4708189434	0.4805407049	0.4858922879	-0.02386528954	-0.02659667815	-0.05455806033
1400	3905.896454	0.4775582356	84.86168133	0.4677913476	0.5043045945	0.4605787647	0.006824604574	-0.0399186445	-0.01818495166
1500	3178.787604	0.492789689	88.92166427	0.4555420351	0.4647708043	0.5580562276	0.02640778924	0.02670619312	0.06601232938
1600	2829.962974	0.4637890285	70.97846636	0.431621779	0.4777863754	0.4819589311	0.01655282493	0.02503063621	0.02695749809
1700	2626.314815	0.4840042185	82.77411968	0.5141289228	0.4873685466	0.4505151862	-0.03508266544	-0.02754404952	-0.03989332562
1800	2577.51087	0.5632289767	87.62699326	0.6001985446	0.5392933232	0.5501950624	-0.02069245747	-0.09197090153	0.01758448258
1900	2914.381695	0.5115798041	78.06525611	0.558239648	0.4786942085	0.4978055558	-0.05841029513	0.03199957107	0.01846814107
2000	3461.3285	0.477570942	63.87684865	0.4651085389	0.479718212	0.487886075	-0.02500833789	0.01335651313	-0.02358413562
2100	4222.985426	0.5292270155	87.46456223	0.5359068201	0.5401891336	0.5115850928	0.0005455137519	0.004718715401	-0.03089409747
2200	5295.577904	0.4648861474	82.7132993	0.4534650644	0.5057206698	0.435472708	0.006961650411	0.03967322726	-0.003131444987
2300	5225.887457	0.5187669274	115.7316233	0.5208461701	0.5574539509	0.4780006612	-0.002141215976	0.03135009339	-0.02658416032
2400	4481.503122	0.5574062369	118.4107338	0.5135277579	0.5917510862	0.5669398665	-0.02044302486	-0.04625762275	0.0433016064
2500	3804.645137	0.4777253444	96.45843484	0.4828599593	0.5111152349	0.4392008389	-0.006534685411	0.03834812353	0.01421983232
2600	3202.962571	0.5470266872	104.5416776	0.5844102473	0.4944242949	0.5622455193	-0.0102480491	-0.007020959105	-0.0596344507
2700	2898.909998	0.5309285386	84.62939562	0.4859608842	0.5679496344	0.5388750973	-0.01618484524	0.02985153087	0.01559423325
2800	2849.029873	0.4805632072	76.39986335	0.5173539319	0.4581294791	0.4662062106	0.005381361921	0.01116226624	-0.02586650471
2900	2847.306416	0.5274133608	83.1784132	0.5186831141	0.4951761211	0.5683808473	-0.0106009787	0.06592706419	-0.0360723649
3000	3122.268892	0.5385783634	85.03879584	0.5240989518	0.5393076551	0.5523284834	-0.07007951199	0.0438625793	-0.0364558898
3100	3701.152319	0.5136255306	102.9202909	0.5117242565	0.5239924569	0.5051598783	-0.06032499535	0.04072212352	-0.001387145599
3200	4491.456667	0.5127855585	113.1364656	0.5245535088	0.5127407256	0.5010624412	0.007108605027	-0.04082635851	-0.01545872978
3300	4974.09821	0.476853579	107.6712143	0.4789125037	0.4398059663	0.5118422669	0.01725387238	-0.03370458929	0.04860844183
3400	4852.363119	0.4828403264	104.2241926	0.4597641251	0.4787994149	0.5099574392	0.02525469937	-0.002134032977	-0.07449985542
3500	4330.569815	0.5127938397	116.0904023	0.5019990965	0.523562336	0.5128200865	-0.0378512912	0.01709683866	-0.06379488891
3600	3706.69215	0.5139230012	113.3836992	0.5122111622	0.5221554069	0.5074024346	-0.01535634179	-0.009355767025	-0.03407284755
3700	3247.20528	0.4918370725	88.23761666	0.4705286487	0.4875182116	0.5174643573	-0.03422759258	0.008320315794	-0.01665489692
3800	2955.048607	0.5259494319	84.04598158	0.4782890523	0.5348646721	0.5646945714	0.02365303831	0.005495034041	0.02218288849
3900	2970.596583	0.5287963324	89.68345049	0.5706257965	0.4850785005	0.5306847002	-0.05586573716	-0.01499691322	-0.06881286935
4000	3080.721892	0.5542012739	90.00443212	0.50690315	0.6311933787	0.5245072928	-0.04869584769	0.02667831034	0.03557112871
4100	3403.077493	0.5554577063	105.1404703	0.5542124945	0.5476866586	0.5644739658	0.04858705002	0.04251585901	0.07062420761
4200	3916.223162	0.5248650552	84.55681687	0.5457235976	0.561012689	0.467858879	-0.1031308531	0.06567770354	0.01312998175
4300	4519.562191	0.4839799839	86.15669633	0.4734106382	0.4502392663	0.5282900472	-0.01707161666	-0.02551317348	0.009408820566
4400	4612.986844	0.5082327684	108.7683266	0.5017497418	0.501742749	0.5212058146	-0.002332281414	0.01583007247	-0.03812853793
4500	4556.328957	0.484029854	87.83026083	0.4887430038	0.4960767616	0.4672697965	0.05189475503	0.02883823413	0.01412887067
4600	3971.937017	0.5243859847	95.6916286	0.5749966088	0.4749617884	0.523199557	-0.009491153963	0.02341449915	0.008316567373
4700	3530.55975	0.4727825823	90.76558511	0.476338962	0.4854778549	0.4565309301	-0.03627157407	-0.04173367956	-0.03603343624
4800	3200.467851	0.4732245729	83.9565316	0.5003861965	0.4715165794	0.4477709428	0.004991145573	0.01482314553	0.06636588415
4900	3061.233933	0.5434568682	101.2638433	0.470231103	0.4908239033	0.6693155984	0.01823780798	0.02794250859	-0.03402539483
5000	3130.801791	0.5201261171	82.93683664	0.4986949807	0.5378799146	0.5238034559	-0.05821704923	0.0413223181	0.01899604624
5100	3288.937399	0.5229995407	83.51106988	0.5022652938	0.55308627	0.5136470583	0.03471487065	0.1353678171	0.02191159754
5200	3652.857399	0.4944871526	87.42057575	0.4959372169	0.5086404582	0.4788837828	-0.02388007598	-0.01556987442	0.04909451759
5300	4147.406962	0.446057644	97.9311173	0.4343052121	0.4773434436	0.4265242763	0.02738707389	-0.0202243664	0.05739031291
5400	4601.381583	0.4131938666	86.28285048	0.439167295	0.4092476392	0.3911666655	-0.03640928436	-0.05471463533	0.007215331691
5500	4429.104959	0.532316302	109.6221742	0.5541085578	0.5025966025	0.5402437457	-0.01469495298	0.01877690092	0.01922151312
5600	4207.184187	0.5633903324	125.742912	0.6217984725	0.5324508228	0.5359217018	0.005020786758	0.002936891067	-0.06820181811
5700	3794.312235	0.5508005706	110.586803	0.5804092794	0.5497162234	0.5222762089	0.01796551611	-0.01153277807	-0.01790293127
5800	3445.449765	0.4826495477	87.63913911	0.4596851533	0.4705598171	0.5177036728	0.05334892445	0.005038597369	-0.02424517062
5900	3235.760833	0.4847033922	85.50093032	0.4795353159	0.4773963662	0.4971784946	-0.03068288632	-0.0003261720741	0.04696959617
6000	3132.887136	0.5560564029	101.390768	0.5560009725	0.5914788053	0.5206894308	-0.05911654947	-0.0160611852	0.02864786696
6100	3333.809277	0.4682873467	78.64813464	0.4865544446	0.5125241932	0.4057834022	-0.0457520478	-0.007339384945	-0.002268892271
6200	3429.440006	0.5168309727	79.59585485	0.4760976856	0.5460624689	0.5283327636	0.002935357119	-0.006428264835	0.04348057398
6300	3895.476143	0.4529105473	71.45212507	0.410022943	0.4670812422	0.4816274568	0.02175785382	0.0005559088755	0.02485466189
6400	4019.797537	0.5112308594	106.0552535	0.494330481	0.5287626675	0.5105994298	-0.001348604837	0.02524134051	0.01446496266
6500	4453.853086	0.4919823214	109.9795884	0.4854435854	0.4853163466	0.5051870321	0.0006043028341	-0.04132051792	-0.007809711347
6600	4285.465048	0.4831146896	110.3073577	0.4867247222	0.493514083	0.4691052636	-0.04756394667	-0.007981000524	0.005006777623
6700	3940.19739	0.4790020256	88.34008058	0.4748829015	0.4991470953	0.4629760801	0.04093778654	0.005368127819	0.01844557094
6800	3590.524809	0.5048321909	95.76552966	0.5058478177	0.440952211	0.5676965442	0.03327348529	0.0108484501	-0.03359883426
6900	3435.402291	0.5073696651	85.48551863	0.5533446575	0.4926381558	0.4761261821	-0.006420986224	0.02874696706	-0.05256300232
7000	3244.469263	0.4940387911	85.31114185	0.4699645987	0.4941088661	0.5180429085	-0.0971275994	0.0137155606	-0.03633098185
7100	3170.825571	0.5633591083	93.11910926	0.5746835042	0.5608406136	0.554553207	0.03651680288	0.01543070691	-0.006186238009
7200	3341.275571	0.5852545229	104.3679369	0.6532295079	0.4857548243	0.6167792364	0.02830723097	-0.0171442305	0.08245872219
7300	3610.420886	0.5194690415	95.99936785	0.5164104049	0.5043631434	0.5376335764	0.02531905034	-0.08435975511	0.009195848251
7400	3884.565026	0.5571140174	103.4383918	0.5696306305	0.5840170498	0.5176943717	0.003748537676	-0.05865886619	-0.01997160298
7500	4175.964921	0.49917828	89.19196657	0.4986248261	0.5067348282	0.4921751856	0.005938248747	-0.004675712458	-0.02215945652
7600	4289.635181	0.4949782037	98.14284219	0.5276307826	0.5053648117	0.451939017	-0.0561939418	0.02309761811	-0.008232775315
7700	4112.541838	0.5168071706	106.1657014	0.4981701744	0.5397940261	0.5124573114	0.005207247506	0.08321558896	0.001657445208
7800	3818.581656	0.4874174007	99.03246065	0.484101251	0.4883120733	0.489838878	-0.03323144192	-0.01487022945	0.03836263248
